,sentence_file,sentence,idiomatic_part,ip_start,ip_length,tags
137,sentence_1186.txt,"If a person were to announce to a policeman that he was about to go to the house of his sworn enemy and beat the living daylights out of him, it would not make sense if the law were that the policeman had to follow the suspect to the locus in quo and only then arrest him.",beat the living daylights,104,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,sentence_1187.txt,Elves and Men had come to blows in the past and might do so again.,come to blows,18,13,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
139,sentence_1188.txt,"The woman has had to fight tooth and nail, probably, and work much harder, to get at an equal level with the man, so I would suspect that I'm getting value for and quality there by going for the woman.",fight tooth and nail,21,20,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,sentence_119.txt,"The slightest skirl of the pipes makes the retired cleaner go weak at the knees, break out in a cold sweat and shake uncontrollably.",weak at the knees,62,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,sentence_119.txt,"The slightest skirl of the pipes makes the retired cleaner go weak at the knees, break out in a cold sweat and shake uncontrollably.",break out in a cold sweat,81,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
142,sentence_1190.txt,Without it there could be a free for all and if abolition goes through the employers may well find themselves having to resort to some form of cooperative or wages club in its place.,free for all,28,12,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,sentence_1191.txt,Officers at Darlington Borough Council say the gloves are off in the battle for compensation over the town's 12m Dolphin Centre sports complex.,gloves are off,47,14,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,sentence_1193.txt,Combination techniques between two adversaries are pretty much tit for tat.,tit for tat,63,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
145,sentence_1194.txt,Southwold are up in arms with it.,up in arms,14,10,"[0, 0, 1, 1, 1, 0, 0]"
146,sentence_1195.txt,"Poor man was through the wars, wasn't he?",through the wars,13,16,"[0, 0, 0, 1, 1, 1, 0, 0]"
147,sentence_1196.txt,"You've been in the wars rather, haven't you?",in the wars,12,11,"[0, 0, 1, 1, 1, 0, 0, 0]"
148,sentence_1197.txt,"It is, and no doubt will remain, a moot point whether, in these events, the old parliaments were abolished and replaced by novel creations, or whether a pre-existing parliament was merely renamed.",a moot point,33,12,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,sentence_1198.txt,"I always seem to, I think we, we were always at Stanford Hall that we must, it was a must that we have a good programme because if somebody comes and there's nothing doing, they think well.",nothing doing,158,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
150,sentence_1199.txt,The European parliament is at odds with the Commission and member states over the draft directive covering working conditions for employees sent to another EC country under contract to provide a specific service.,at odds,27,7,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,sentence_12.txt,She left the citizens of Riverbank to their shouting match and struck off along the trail to the footpath.,shouting match,44,14,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,sentence_120.txt,"Because he was a bundle of nerves, he couldn't keep still.",bundle of nerves,17,16,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
153,sentence_1200.txt,They are not after an olive branch.,olive branch,22,12,"[0, 0, 0, 0, 0, 1, 1]"
154,sentence_1201.txt,"She wanted to go home, but it was out of the question.",out of the question,34,19,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
155,sentence_1202.txt,"Over my dead body,' Mitch stormed.",Over my dead body,0,17,"[1, 1, 1, 1, 0, 0]"
156,sentence_1203.txt,Are you trying to pick a fight?,pick a fight,18,12,"[0, 0, 0, 0, 1, 1, 1]"
157,sentence_1204.txt,"After all, we're trying to pick holes in it.",pick holes,27,10,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
158,sentence_1206.txt,"He has not given up the running battle between them over the question of form, which started out with his victory on accommodation.",running battle,24,14,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,sentence_1208.txt,"I have constructed a kitchen out of flatpacks with only one minor nervous breakdown and one remarkable shouting match involving my wife, her mother, myself and how a length of pine beading ought to be attached to several wall cupboards.",shouting match,103,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,sentence_1210.txt,We could easily quite often sit on the fence and say the sun may come out or it may stay cloudy all day.,sit on the fence,28,16,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,sentence_1212.txt,But I don't want to split hairs.,split hairs,20,11,"[0, 0, 0, 0, 0, 1, 1]"
162,sentence_1213.txt,It's water under the bridge now.,water under the bridge,5,22,"[0, 1, 1, 1, 1, 0]"
163,sentence_1214.txt,We have to wipe the slate clean and start all over again.,wipe the slate clean,11,20,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
164,sentence_1216.txt,A smalltime crook who got caught in the crossfire when I was working on a story a couple of years ago.,caught in the crossfire,26,23,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,sentence_1217.txt,"Their mission was less ambitious than the day before, just to clear the air over the battlefield.",clear the air,62,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
166,sentence_1218.txt,"Last night, you were dead set against the idea.",dead set against,21,16,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
167,sentence_1219.txt,"Are you playing devil 's advocate, by any chance?",devil 's advocate,16,17,"[0, 0, 0, 1, 1, 1, 0, 0, 0]"
168,sentence_1222.txt,"I'll give you where's the kid... she's your daughter, Roy Ryan, and you fought hammer and tongs to marry her mother.",hammer and tongs,79,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
169,sentence_1223.txt,"Even now her husband's dead, he's not willing to let bygones be bygones.",let bygones be bygones,49,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
170,sentence_1224.txt,"Though he never forgave me, or my mother for having helped me, both into his world and out of it, he was sufficiently my father to let sleeping dogs lie.",let sleeping dogs lie,131,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
171,sentence_1225.txt,For almost 18 months Margaret Thatcher and Nigel Lawson have been at loggerheads over sterling.,at loggerheads,66,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
172,sentence_1226.txt,If he had known what fate lay in store for his beloved Boks perhaps State President F.W. de Klerk would have decided against holding a midweek reception for the three teams about to lock horns for the supremacy of the Southern Hemisphere.,lock horns,182,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
173,sentence_1227.txt,"Between him and the famous pathologist now arriving, there was no love lost.",no love lost,63,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
174,sentence_1228.txt,It is an absolute red herring and they are just trying to make a mountain out of a molehill.,make a mountain out of a molehill,58,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
175,sentence_1229.txt,His production of Mrs Warren's Profession for the National Theatre in 1971 steered cunningly clear of melodrama; his Much Ado About Nothing for the Royal Shakespeare Company in 1971 featured white parasols and sun-dappled lawns that seemed to evoke the world of Turgenev.,Much Ado About Nothing,117,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,sentence_123.txt,Hopping about like a cat on hot bricks when a little reasoned thought would serve you better.,cat on hot bricks,21,17,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,sentence_1230.txt,So the order's on so I've got to try and argue the toss with her.,argue the toss,41,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
178,sentence_1231.txt,"We tricked them into holding fire until we were about a mile out, then all hell broke loose.",all hell broke loose,71,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
179,sentence_1232.txt,Once again the battle lines are drawn.,battle lines are drawn,15,22,"[0, 0, 0, 1, 1, 1, 1]"
180,sentence_1233.txt,"His officer had recommended him, noticing he was not like everyone else, that he never buckled, and, in life's battle of wills, could stare down any enemy, overcome any weakness.",battle of wills,111,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
181,sentence_1235.txt,The real bone of contention as if you didn't know is money.,bone of contention,9,18,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
182,sentence_1236.txt,So Barry Brittlebank has a bone to pick with my grammar.,bone to pick,27,12,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
183,sentence_1238.txt,Last night's developments came just 24 hours after today revealed how Diana had agreed a secret pact with Charles to bury the hatchet for the sake of appearances.,bury the hatchet,117,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
184,sentence_1239.txt,"Resisting the temptation to call his bluff by pretending someone was with her, she asked how he had got on in Glasgow.",call his bluff,28,14,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
185,sentence_1240.txt,Everyone ought to be up in arms about it.,up in arms,21,10,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
186,sentence_1241.txt,Why don't you guys get off my back?,get off my back,19,15,"[0, 0, 0, 0, 1, 1, 1, 1]"
187,sentence_1244.txt,"Donald and Jean had disappeared and Mary was in a black mood, striding along and making old Donald gasp.",black mood,50,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
188,sentence_1245.txt,No longer are my positive and negative leads just hanging free about to blow a fuse or allow my personal electricity to seep away.,blow a fuse,72,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
189,sentence_1249.txt,I'm so cheesed off with you lot can't we do anything about it?,cheesed off,7,11,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190,sentence_1251.txt,"Who's offside, who's offside for crying out loud?",for crying out loud,29,19,"[0, 0, 0, 0, 1, 1, 1, 1]"
191,sentence_1252.txt,But er you know used to cut it out of er big chunks.,cut it out,24,10,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
192,sentence_1254.txt,"Little kids eat you alive, they want so much physically and emotionally.",eat you alive,12,13,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
193,sentence_126.txt,"The line was plucking nicely through my fingers and, with my heart in my mouth, I wound the pick up in and struck.",heart in my mouth,61,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
194,sentence_1261.txt,"All right, all right, no need to get your knickers in a twist.",get your knickers in a twist,33,28,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
195,sentence_1264.txt,"But vegetarianism is purely a matter of choice and there's no people that harp on about you shouldn't eat meat, get on my nerves.",harp on,74,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,sentence_1264.txt,"But vegetarianism is purely a matter of choice and there's no people that harp on about you shouldn't eat meat, get on my nerves.",get on my nerves,112,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
197,sentence_1265.txt,"Give it a rest, Jack.",Give it a rest,0,14,"[1, 1, 1, 1, 0]"
198,sentence_1269.txt,"However, one party source said: The gloves are off.",gloves are off,36,14,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
199,sentence_1273.txt,"Mrs Mangle would be mortified, Harold horrified... and Scott would go spare.",go spare,67,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
200,sentence_1274.txt,"Once that happens, according to the Meat and Livestock Commission, the floodgates will open and prices will go through the roof.",go through the roof,108,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
201,sentence_1275.txt,"Most have been exterminated, and good riddance to them.",good riddance,33,13,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
202,sentence_1276.txt,Joe thought it was wiser to help her get up and fight her hard luck than to harp on it.,harp on,76,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
203,sentence_1278.txt,And people can also get pretty hot under the collar on Central Weekend.,hot under the collar,31,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
204,sentence_1281.txt,"Conversely, you'll kick yourself if you waste your energy on a petty distraction just because it's a point of pride.",kick yourself,19,13,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,sentence_1285.txt,"I was going to make a song and dance when we got the 100th subscriber, but 98's near enough.",make a song and dance,15,21,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,sentence_1286.txt,"Usually she flashed back with a Mind Your Own Business, if anyone asked her a question.",Mind Your Own Business,32,22,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
207,sentence_1288.txt,He appears to have a quick temper and uses his hands continually when he speaks.,quick temper,21,12,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
208,sentence_1289.txt,It made her want to rant and rave and kick out at something - preferably him.,rant and rave,20,13,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
209,sentence_129.txt,"Hold your breath and push, seems to work on me.",Hold your breath,0,16,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
210,sentence_1292.txt,She was ready to scream blue murder when the flap landed on her tender slit.,scream blue murder,17,18,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
211,sentence_1293.txt,Matilda was also beginning to see red.,see red,30,7,"[0, 0, 0, 0, 0, 1, 1]"
212,sentence_1294.txt,"He held his temper on a pretty short fuse, and it was as liable to explode in the face of a headmaster as in that of a dustman.",short fuse,31,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
213,sentence_1297.txt,Their steamed up windows excited George.,steamed up,6,10,"[0, 1, 1, 0, 0, 0]"
214,sentence_13.txt,You must sink your differences.,sink your differences,9,21,"[0, 0, 1, 1, 1]"
215,sentence_1303.txt,It's a subject that makes my blood boil and disappointments have left me a blister short of swearing.,makes my blood boil,20,19,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
216,sentence_1304.txt,"Surely a barber didn't hold his client in this way, was he perhaps going too far.",going too far,67,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
217,sentence_1305.txt,Pills take the biscuit.,take the biscuit,6,16,"[0, 1, 1, 1]"
218,sentence_1306.txt,"That hadn't been the last straw, far from it.",the last straw,17,14,"[0, 0, 0, 1, 1, 1, 0, 0, 0]"
219,sentence_1309.txt,"Well, well, well, another humanoid to try my patience.",try my patience,38,15,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
220,sentence_131.txt,But then it's probably a case of ignorance is bliss.,ignorance is bliss,33,18,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
221,sentence_1313.txt,From July onwards the town of Whaddon had waited with bated breath.,bated breath,54,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
222,sentence_1316.txt,She was a bundle of nerves.,bundle of nerves,10,16,"[0, 0, 0, 1, 1, 1]"
223,sentence_1319.txt,"Like a cat on hot bricks, ain't she?",cat on hot bricks,7,17,"[0, 0, 1, 1, 1, 1, 0, 0]"
224,sentence_1325.txt,"Yeah, it's not good to hold your breath for too long, mind.",hold your breath,23,16,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
225,sentence_1327.txt,"Consequently, some doctors believe that ignorance is bliss.",ignorance is bliss,40,18,"[0, 0, 0, 0, 0, 1, 1, 1]"
226,sentence_1330.txt,"He longed for action, yearned to be trusted with high responsibilities, to undertake prodigious feats requiring a cool head, a stout heart and nerves of steel.",nerves of steel,143,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
227,sentence_1331.txt,He woke with pins and needles in his foot and Lee poking him.,pins and needles,13,16,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
228,sentence_1335.txt,I'm scared stiff I'm going to lose touch with my children.,scared stiff,4,12,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
229,sentence_1337.txt,"Drama Zoff detailed the drama behind the scenes as Gazza was kept on tenterhooks for the past four days, wondering whether he would make his Italian debut.",on tenterhooks,66,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230,sentence_1338.txt,"Early in the 1970s, the BBC Horizon film' Joey', based on the book' Tongue Tied', a true life autobiography by Joey Deacon about his life in a mental hospital.",Tongue Tied,68,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
231,sentence_134.txt,He says you have to have nerves of steel.,nerves of steel,25,15,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
232,sentence_1347.txt,"He also gives us a measured degree of self doubt mixed with evasiveness and a realistic progression from a young, ambitious eager beaver on the music hall circuit to a very old man languishing with his memories in Switzerland.",eager beaver,124,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
233,sentence_1349.txt,I was on the edge of my seat for most of the time but nobody could deny we deserved this result.,on the edge of my seat,6,22,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
234,sentence_135.txt,"Oh that's better, got some pins and needles in my  knees.",pins and needles,27,16,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
235,sentence_1350.txt,The fans at fever pitch.,fever pitch,12,11,"[0, 0, 0, 1, 1]"
236,sentence_1352.txt,All this when her only motivation was to go the extra mile under all circumstances.,go the extra mile,41,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
237,sentence_1353.txt,"Hold your horses, Mrs Parvis.",Hold your horses,0,16,"[1, 1, 1, 0, 0]"
238,sentence_1356.txt,He was raring to go.,raring to go,7,12,"[0, 0, 1, 1, 1]"
239,sentence_1358.txt,Wimbledon had been expected to bear the brunt of the FA's displeasure because of their past record.,bear the brunt,31,14,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
240,sentence_1360.txt,You are beside yourself.,beside yourself,8,15,"[0, 0, 1, 1]"
241,sentence_1361.txt,"Mind, I get bored to tears with doing this every damn day.",bored to tears,12,14,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
242,sentence_1364.txt,And you still have a chip on your shoulder.,chip on your shoulder,21,21,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
243,sentence_1365.txt,Male speaker It's a bit close to home.,close to home,24,13,"[0, 0, 0, 0, 0, 1, 1, 1]"
244,sentence_1366.txt,"If the unholy alliance in favour of the National Curriculum is likely to come apart at the seams over the issue of resource, so also, given the very different aspirations of those who support its introduction, there is likely to be a parting of the ways over principles.",come apart at the seams,73,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
