,candidate,words,tags,tags_fixed
75,kick [pron] bucket,"‘ Did you think I 'd kicked the bucket , Ma ? ’",O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
76,kick [pron] bucket,"‘ It 's just that Uncle was a cautious old devil and — ’ he looked away ‘ — he got the impression I was a bit of a spendthrift because — well , because I used to get through my allowance pretty rapidly when I was away at school , and … oh , hell , he wanted to make sure I was going to be dull and sensible about all that money when he finally kicked the bucket .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
77,kick [pron] bucket,‘ Chatterton and Fagg and a few more like them who have since kicked the bucket .,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
78,kick [pron] bucket,He just kicked the bucket .,O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 0]"
79,kill time,"‘ He is killing time , ’ Bicker grated , ‘ and I would like to know why . ’",O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80,kill time,"I have done nothing but read thrillers since the exams , apart from watching videos and playing patience to kill time .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
81,kill time,We killed time by looking at classic cars that had been driven by classic car ‘ lovers ’ as they called themselves all the way from southern Italy .,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,kill time,"Killing time before England 's World Cup qualifier match with Norway , English soccer fans ransacked an Oslo pub causing over £100,000 ( $154,000 ) of damage .",B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,name [pron] day,"Name the day , bride in white , radiant , nuptial Mass .",B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,name [pron] day,I will swear those squirrels heard me name the day !,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
85,name [pron] day,"Then , in a seance , one cold and perfectly clear starlit night , the gods were asked to name the day to go to Aula .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
86,name [pron] day,"Earlier yesterday , Inkatha and the Kwazulu black homeland government submitted a memorandum saying that negotiators should debate federalism , violence and other constitutional principles before naming the day for the country 's first all-race election .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
87,name [pron] day,Opera House names the day,O O B-IDIOM I-IDIOM I-IDIOM,"[0, 0, 1, 1, 1]"
88,not bat [pron] eyelid,Lewis did not bat an eyelid .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 1, 0]"
89,not bat [pron] eyelid,Lewis did not even bat an eyelid .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 1, 1, 0]"
90,not bat [pron] eyelid,ASTON VILLA parade £2.25 million striker Dean Saunders against champions Leeds today — and Howard Wilkinson is not batting an eyelid .,O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
91,not bat [pron] eyelid,ASTON VILLA parade £2.25 million striker Dean Saunders against champions Leeds today — and Howard Wilkinson is not even batting an eyelid .,O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
92,nurse [pron] back to health,We managed to save three with Maureen Edwards 's help and between us we nursed them back to health .,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
93,nurse [pron] back to health,Mr Wood has helped to nurse back to health badgers injured on the road or found orphaned but he has never come across one which has been used for baiting .,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,nurse [pron] back to health,"He falls into a fever , and is nursed back to health by the devoted Joe .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
95,nurse [pron] back to health,"Any wounded or distressed creatures that are handed to us are carefully nursed back to health whilst our breeding programmes produce an ever-increased number of baby marine creatures , many of which are then released into the wild .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,nurse [pron] back to health,"Many releasings are really re-releasings , that is owls from broken homes , like the first pair , or injured owls I have nursed back to health and paired up .",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
97,nurse [pron] back to health,BABY Bogdan Ursu is out of hospital and living with foster parents who will nurse him back to health .,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
98,nurse [pron] back to health,"It was ill , and she brought it in and nursed it back to health .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
99,nurse [pron] back to health,And then you 'd stop on afterwards to er nurse them back to health again .,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
100,nurse [pron] back to health,He was rushed to Inverness Infirmary where doctors saved him and dedicated physiotherapists nursed him back to health .,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
101,nurse [pron] back to health,And nursed him back to health and whatnot .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 1, 1, 1, 1, 1, 0, 0, 0]"
102,dark horse,"Jerry Brown , the Democrats ' dark horse in the presidential primaries , is settled in a worn armchair , cradling a 10-month-old baby called Peter , whose eyes are vacant because he was born with both cocaine and the HIV virus in his veins .",O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,dark horse,"This year the British contingent looks set to retain the title ( won by a Devon man , Will Cox last year ) unless the late Russian entry ( a red hot favourite with some observers ) proves a dark horse with his chestnut .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
104,dark horse,"Instead of facing Ruud Gullit , Jean-Pierre Papin , Marco van Basten and company Rangers were drawn in a slighter weaker group along with French giants Marseilles , Bruges of Belgium and dark horses CSKA Moscow .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
105,dark horse,Dark horse .,B-IDIOM I-IDIOM O,"[1, 1, 0]"
106,dead loss,Aesthetically it 's a dead loss now that they have tried to modernize everything .,O O O O B-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,dead loss,"It has to tell the world openly that the mid-range machine is its chosen contender as the central repository for the 21st century , and above all make convincing its commitment to the AS/400 by rushing out top end machines that are much bigger than the present top model while instituting a crash programme to slash the costs of manufacture — and then slash them again , work out how to make money out of the machine while charging much less for the software — and making all the remaining System 36 users an offer they can not refuse to convert to the AS/400 , even if every sale to that base is a dead loss to IBM .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
108,dead loss,And they 'd been they 'd been a dead lo they were a dead loss were not they ?,O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
109,dead loss,"That was what they used to call him , the Dead Loss .",O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
110,dead loss,"But it had been years , even then , since Elvis was top of the Hit Parade , and if all he had to offer the world was slicked-back hair and a sulky pout , the Dead Loss was set to slip a lot further down the charts , and Mary was not going to be there to see it .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,do [pron] dirty work,In a nutshell : young country bumpkin black cop is drafted in to defuse the tension on a London estate and discovers who 's really doing the dirty work .,O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
112,do [pron] dirty work,"‘ On your knees , doing the dirty work , Sally-Anne ? ’",O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
113,do [pron] dirty work,BRINGING CUNNING PEOPLE IN TO DO THE DIRTY WORK,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
114,do [pron] dirty work,"The point is , he wrote ( and Goldberg typed ) , that he had spent his life seeking her out , yet left his feet to do the dirty work .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
115,do [pron] dirty work,Her unnecessary decision to do the dirtiest work in the place struck them as alarming .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
116,do [pron] dirty work,Gravity did the dirty work .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
117,do [pron] dirty work,"Before stepping unrepentantly down ( in 1989 ) , he entrenched himself as commander of the army for six further years , intending thus to protect the criminals who had done the dirty work while he was president .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
118,do [pron] trick,"We stopped the boat and drifted for a while , and the birds relaxed and moved back towards Bound Skerry the rock in a long line — which did the trick !",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
119,do [pron] trick,"The 13-goal marksman 's chances of being fit have improved since he started the treatment and his manager Ron Atkinson said : ‘ If he does make it and this machine has done the trick I will gladly pay out Pounds 25,000 myself to buy one . ’",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,do [pron] trick,Football Round-Up : Thomas quick to do the trick,O O O O O O B-IDIOM I-IDIOM I-IDIOM,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
121,do [pron] trick,"The tools have to be looked after which means , in particular , preventing them from rusting ( a thin smearing of oil does the trick ) ; tools with cutting edges should be kept sharp with their blades protected against damage .",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,do [pron] trick,Dies are you back on Diesiodinate doing the trick,O O O O O O B-IDIOM I-IDIOM I-IDIOM,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
123,do [pron] trick,They do the tricks out of pure love and devotion to their owner .,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,do [pron] trick,Does the trick worth forty wenches .,B-IDIOM I-IDIOM I-IDIOM O O O O,"[1, 1, 1, 0, 0, 0, 0]"
125,drag [pron] feet,"Stuart , 24 , a student at Newcastle Polytechnic , resigned from Middlesbrough and Cleveland Harriers in November , accusing the club of ‘ dragging its feet ’ in moves towards a possible merger with Mandale AC .",O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,drag [pron] feet,"Far from taking municipal institutions as a platform for broader political participation , they dragged their feet even about using these bodies to improve urban facilities .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,drag [pron] feet,"In extreme cases , unjustified delay can render a dismissal unfair even in a case where a similar penalty would have been legitimate had management not dragged its feet .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
128,drag [pron] feet,Even those known to be dragging their feet due to political resistance have admitted that the Support Force was constructive .,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,drag [pron] feet,"The accuser , a certain William Borden , was a dedicated propagandist for strategic air power — that is , the H-bomb , over which Oppenheimer dragged his feet .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
130,drag [pron] feet,"Counties such as Lincolnshire , Kent and Buckinghamshire can be expected to drag their feet over comprehensive reforms , as they did 20 years ago .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,drag [pron] feet,"So it was not after all , the pressure from the farmers , or the cost , or the private discussions with the fertiliser manufacturers which had motivated the UK to drag its feet over nitrates , but a uniquely shrewd insight into the better interests of public health .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,drag [pron] feet,"The Turkish manoeuvres which culminated in what seemed to be the disaster of Sinope had the object of making Nicholas look aggressive , but if the sultan hoped to increase the determination of Britain and France to put Russia in her place , he found that Britain , at least , dragged her feet .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
133,drag [pron] feet,"Partly , I was not doing the work because I thought my tutor had decided I was a poof but , more importantly , I was dragging my feet because I was not keen on the work itself .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,drag [pron] feet,And do not drag your feet .,O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 1, 1, 1, 0]"
135,draw fire,"It is equally safe to wager that some of her actions will bring her into conflict with the competition directorate in Brussels , while her community policy plans will draw fire from Britain and Germany .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
136,draw fire,One claim guaranteed to draw fire from Kylie is that she missed out on a childhood because of showbiz .,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,draw fire,"Many are already sceptical of MIPS ' independence , following its proposed acquisition by Silicon Graphics , and now it 's drawing fire from all quarters , not least from shareholder DEC .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,draw fire,"It was well received in the horticultural press , but drew fire from the advocates of formal gardening , especially ( Sir ) Reginald Blomfield [ q.v. ] in his The Formal Garden in England ( 1892 ) .",O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,draw in [pron] horns,"Indeed , Russia seemed to be drawing in her horns on the eastern edge of her dominions .",O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
140,draw in [pron] horns,"It was somewhat of a disappointment to her vengeful mind to consider that he might have taken yesterday 's omen to heart , and prudently drawn in his horns , resigning his pretensions on her rather than venture even token opposition to the fiat of the prince and his governor .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,draw in [pron] horns,"Not only in Europe , but also in Afghanistan , Africa and East Asia , the Soviet Empire now drew in its horns .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
142,draw in [pron] horns,"Far from drawing in his horns and going on the defensive , he continued to seek out and exploit opportunities for further expansion .",O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,draw in [pron] horns,While the credit- driven Anglo economies draw in their horns the savings and investment driven economies of Japan and West Germany are reaping their rewards .,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
